order_id,delivery_time,dest_id,num,order_id,order_type,ori_id,pickup_time,ox,oy,dx,dy,olng,olat,dlng,dlat
E0073,714,B1958,2,E0073,1,S065,624,-20477.9370889,-14173.1476978,-20628.6089471,-14157.4102742,121.2186,31.04959,121.217018,31.049732
E0074,690,B2063,3,E0074,1,S065,600,-20477.9370889,-14173.1476978,-22238.8549055,-14179.3540057,121.2186,31.04959,121.200111,31.049534
E0075,359,B2739,2,E0075,1,S065,269,-20477.9370889,-14173.1476978,-20485.4611577,-13497.4359259,121.2186,31.04959,121.218521,31.055687
E0076,390,B2739,2,E0076,1,S065,300,-20477.9370889,-14173.1476978,-20485.4611577,-13497.4359259,121.2186,31.04959,121.218521,31.055687
E0077,308,B2853,1,E0077,1,S065,218,-20477.9370889,-14173.1476978,-20513.081157,-14545.7478253,121.2186,31.04959,121.218231,31.046228
E0078,317,B3434,2,E0078,1,S065,227,-20477.9370889,-14173.1476978,-20882.2367336,-14078.7231563,121.2186,31.04959,121.214355,31.050442
E0079,369,B3434,1,E0079,1,S065,279,-20477.9370889,-14173.1476978,-20882.2367336,-14078.7231563,121.2186,31.04959,121.214355,31.050442
E0080,427,B3434,2,E0080,1,S065,337,-20477.9370889,-14173.1476978,-20882.2367336,-14078.7231563,121.2186,31.04959,121.214355,31.050442
E0081,328,B3435,1,E0081,1,S065,238,-20477.9370889,-14173.1476978,-21148.9125888,-13311.5791698,121.2186,31.04959,121.211555,31.057364
E0082,340,B3435,1,E0082,1,S065,250,-20477.9370889,-14173.1476978,-21148.9125888,-13311.5791698,121.2186,31.04959,121.211555,31.057364
E0083,486,B3435,1,E0083,1,S065,396,-20477.9370889,-14173.1476978,-21148.9125888,-13311.5791698,121.2186,31.04959,121.211555,31.057364
E0084,656,B3435,2,E0084,1,S065,566,-20477.9370889,-14173.1476978,-21148.9125888,-13311.5791698,121.2186,31.04959,121.211555,31.057364
E0085,336,B4239,1,E0085,1,S065,246,-20477.9370889,-14173.1476978,-22373.2404882,-14091.6899067,121.2186,31.04959,121.1987,31.050325
E0086,424,B4587,2,E0086,1,S065,334,-20477.9370889,-14173.1476978,-19493.6174592,-14718.416177,121.2186,31.04959,121.228935,31.04467
E0087,601,B4587,1,E0087,1,S065,511,-20477.9370889,-14173.1476978,-19493.6174592,-14718.416177,121.2186,31.04959,121.228935,31.04467
E0088,661,B4587,2,E0088,1,S065,571,-20477.9370889,-14173.1476978,-19493.6174592,-14718.416177,121.2186,31.04959,121.228935,31.04467
E0089,689,B4587,3,E0089,1,S065,599,-20477.9370889,-14173.1476978,-19493.6174592,-14718.416177,121.2186,31.04959,121.228935,31.04467
E0090,316,B5067,2,E0090,1,S065,226,-20477.9370889,-14173.1476978,-21851.5082258,-14078.7231563,121.2186,31.04959,121.204178,31.050442
E0091,366,B5067,2,E0091,1,S065,276,-20477.9370889,-14173.1476978,-21851.5082258,-14078.7231563,121.2186,31.04959,121.204178,31.050442
E0092,513,B1424,1,E0092,1,S013,423,-22465.6246238,-14155.4153895,-23179.0777778,-13882.1161884,121.19773,31.04975,121.190239,31.052216
E0093,343,B0523,3,E0093,1,S065,253,-20477.9370889,-14173.1476978,-20540.7011563,-14048.6890592,121.2186,31.04959,121.217941,31.050713
E0094,360,B0523,2,E0094,1,S065,270,-20477.9370889,-14173.1476978,-20540.7011563,-14048.6890592,121.2186,31.04959,121.217941,31.050713
E0095,380,B0523,2,E0095,1,S065,290,-20477.9370889,-14173.1476978,-20540.7011563,-14048.6890592,121.2186,31.04959,121.217941,31.050713
E0096,434,B0523,1,E0096,1,S065,344,-20477.9370889,-14173.1476978,-20540.7011563,-14048.6890592,121.2186,31.04959,121.217941,31.050713
E0097,696,B0523,3,E0097,1,S065,606,-20477.9370889,-14173.1476978,-20540.7011563,-14048.6890592,121.2186,31.04959,121.217941,31.050713
E0098,530,B6676,4,E0098,1,S065,440,-20477.9370889,-14173.1476978,-21625.5004386,-14148.3224662,121.2186,31.04959,121.206551,31.049814
E0099,309,B0679,4,E0099,1,S065,219,-20477.9370889,-14173.1476978,-16223.0285781,-17770.14643,121.2186,31.04959,121.263275,31.017134
E0100,332,B7544,1,E0100,1,S065,242,-20477.9370889,-14173.1476978,-20811.6628734,-15085.1424774,121.2186,31.04959,121.215096,31.041361
E0101,325,B7798,1,E0101,1,S065,235,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0102,377,B3148,1,E0102,1,S002,287,-23260.8901205,-14794.8867565,-22297.7140764,-13934.5373247,121.18938,31.04398,121.199493,31.051743
E0103,699,B1424,1,E0103,1,S013,609,-22465.6246238,-14155.4153895,-23179.0777778,-13882.1161884,121.19773,31.04975,121.190239,31.052216
E0104,348,B7798,2,E0104,1,S065,258,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0105,511,B7798,2,E0105,1,S065,421,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0106,623,B7798,2,E0106,1,S065,533,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0107,642,B7798,2,E0107,1,S065,552,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0108,719,B7798,7,E0108,1,S065,629,-20477.9370889,-14173.1476978,-20778.3283915,-14003.6933269,121.2186,31.04959,121.215446,31.051119
E0109,678,B8777,1,E0109,1,S065,588,-20477.9370889,-14173.1476978,-19329.4213255,-13810.9653014,121.2186,31.04959,121.230659,31.052858
E0110,689,B4673,1,E0110,1,S066,599,-20466.5081237,-14176.4725056,-21371.2059624,-15011.9967058,121.21872,31.04956,121.209221,31.042021
E0111,658,B5042,1,E0111,1,S066,568,-20466.5081237,-14176.4725056,-20299.4547487,-14091.6899067,121.21872,31.04956,121.220474,31.050325
E0112,327,B1958,1,E0112,1,S013,237,-22465.6246238,-14155.4153895,-20628.6089471,-14157.4102742,121.19773,31.04975,121.217018,31.049732
E0113,400,B3921,12,E0113,1,S067,310,-19342.6598768,-7594.4613304,-19372.9466347,-7506.7972314,121.23052,31.10895,121.230202,31.109741
E0114,389,B5456,6,E0114,1,S067,299,-19342.6598768,-7594.4613304,-18509.0121053,-7067.70094791,121.23052,31.10895,121.239273,31.113703
E0115,400,B9203,15,E0115,1,S067,310,-19342.6598768,-7594.4613304,-19201.5121564,-7343.54916841,121.23052,31.10895,121.232002,31.111214
E0116,455,B9203,13,E0116,1,S067,365,-19342.6598768,-7594.4613304,-19201.5121564,-7343.54916841,121.23052,31.10895,121.232002,31.111214
E0117,596,B3921,1,E0117,1,S068,506,-19318.8495326,-7585.59517626,-19372.9466347,-7506.7972314,121.23077,31.10903,121.230202,31.109741
E0118,340,B5456,1,E0118,1,S068,250,-19318.8495326,-7585.59517626,-18509.0121053,-7067.70094791,121.23077,31.10903,121.239273,31.113703
E0119,658,B5456,1,E0119,1,S068,568,-19318.8495326,-7585.59517626,-18509.0121053,-7067.70094791,121.23077,31.10903,121.239273,31.113703
E0120,342,B9203,1,E0120,1,S068,252,-19318.8495326,-7585.59517626,-19201.5121564,-7343.54916841,121.23077,31.10903,121.232002,31.111214
E0121,348,B9203,4,E0121,1,S068,258,-19318.8495326,-7585.59517626,-19201.5121564,-7343.54916841,121.23077,31.10903,121.232002,31.111214
E0122,700,B0227,3,E0122,1,S069,610,-19205.5122942,-16094.8866063,-19449.9969086,-16787.665725,121.23196,31.03225,121.229393,31.025999
E0123,614,B1958,1,E0123,1,S013,524,-22465.6246238,-14155.4153895,-20628.6089471,-14157.4102742,121.19773,31.04975,121.217018,31.049732
E0124,393,B3300,2,E0124,1,S070,303,-19090.2702282,-12691.3916882,-18887.5965783,-13192.8835314,121.23317,31.06296,121.235298,31.058435
E0125,530,B8103,1,E0125,1,S070,440,-19090.2702282,-12691.3916882,-19373.7085657,-12757.3337095,121.23317,31.06296,121.230194,31.062365
E0126,535,B3045,3,E0126,1,S071,445,-19031.2205745,-13119.1836251,-18769.8782365,-14764.5201785,121.23379,31.0591,121.236534,31.044254
E0127,490,B5456,5,E0127,1,S072,400,-18794.0695462,-7801.70768328,-18509.0121053,-7067.70094791,121.23628,31.10708,121.239273,31.113703
E0128,320,B3921,1,E0128,1,S073,230,-18787.4026498,-7805.03249108,-19372.9466347,-7506.7972314,121.23635,31.10705,121.230202,31.109741
E0129,397,B5589,2,E0129,1,S073,307,-18787.4026498,-7805.03249108,-17926.2301203,-8220.1901584,121.23635,31.10705,121.245392,31.103304
E0130,332,B0955,2,E0130,1,S073,242,-18787.4026498,-7805.03249108,-17712.6037121,-8640.00255665,121.23635,31.10705,121.247635,31.099516
E0131,468,B1127,1,E0131,1,S074,378,-18130.2371495,20982.2617127,-23102.0275039,28121.6215021,121.24325,31.3668,121.191048,31.431219
E0132,327,B2063,1,E0132,1,S013,237,-22465.6246238,-14155.4153895,-22238.8549055,-14179.3540057,121.19773,31.04975,121.200111,31.049534
E0133,666,B0205,4,E0133,1,S074,576,-18130.2371495,20982.2617127,-18183.4770792,20874.0946322,121.24325,31.3668,121.242691,31.365824
E0134,513,B4834,3,E0134,1,S075,423,-17581.6468189,-15987.3844875,-17759.081504,-16008.8849112,121.24901,31.03322,121.247147,31.033026
E0135,381,B7160,1,E0135,1,S075,291,-17581.6468189,-15987.3844875,-17546.9789577,-15842.5336943,121.24901,31.03322,121.249374,31.034527
E0136,715,B1582,3,E0136,1,S076,625,-16911.1475259,-17965.6451286,-15369.9515657,-15850.1807522,121.25605,31.01537,121.272232,31.034458
E0137,645,B3126,2,E0137,1,S076,555,-16911.1475259,-17965.6451286,-19948.490275,-17958.5522053,121.25605,31.01537,121.224159,31.015434
E0138,339,B2775,2,E0138,1,S077,249,-16501.6096054,-6708.95418627,-16552.1827765,-6638.35743397,121.26035,31.11694,121.259819,31.117577
E0139,422,B3680,3,E0139,1,S077,332,-16501.6096054,-6708.95418627,-15983.9727222,-5567.7693223,121.26035,31.11694,121.265785,31.127237
E0140,419,B2302,4,E0140,1,S078,329,-16464.4654684,-6634.70014539,-15254.4237755,-6859.34632576,121.26074,31.11761,121.273445,31.115583
E0141,412,B2063,1,E0141,1,S013,322,-22465.6246238,-14155.4153895,-22238.8549055,-14179.3540057,121.19773,31.04975,121.200111,31.049534
E0142,399,B8604,4,E0142,1,S078,309,-16464.4654684,-6634.70014539,-16876.9558716,-7620.06235046,121.26074,31.11761,121.256409,31.108719
E0143,706,B2393,2,E0143,1,S079,616,-15624.4365246,-7001.53727269,-17168.3944847,-7675.03250609,121.26956,31.1143,121.253349,31.108223
E0144,390,B3680,2,E0144,1,S080,300,-15593.959284,-6969.39746395,-15983.9727222,-5567.7693223,121.26988,31.11459,121.265785,31.127237
E0145,468,B6673,2,E0145,1,S080,378,-15593.959284,-6969.39746395,-17309.3517225,-7941.12795704,121.26988,31.11459,121.251869,31.105822
E0146,467,B3425,2,E0146,1,S081,377,-12459.5655719,-2157.29230774,-15374.9993586,-2289.39800433,121.30279,31.15801,121.272179,31.156818
E0147,528,B4466,1,E0147,1,S081,438,-12459.5655719,-2157.29230774,-14412.2042801,-1745.45944821,121.30279,31.15801,121.282288,31.161726
E0148,495,B5902,2,E0148,1,S081,405,-12459.5655719,-2157.29230774,-10652.6461703,-3210.59141885,121.30279,31.15801,121.321762,31.148506
E0149,688,B3148,1,E0149,1,S013,598,-22465.6246238,-14155.4153895,-22297.7140764,-13934.5373247,121.19773,31.04975,121.199493,31.051743
E0150,316,B1275,2,E0150,1,S082,226,-11412.8628403,-2910.91540912,-10938.1798181,-2599.04843746,121.31378,31.15121,121.318764,31.154024
E0151,631,B2415,2,E0151,1,S082,541,-11412.8628403,-2910.91540912,-10172.3439068,-3015.64685483,121.31378,31.15121,121.326805,31.150265
E0152,343,B4342,3,E0152,1,S082,253,-11412.8628403,-2910.91540912,-11603.0598699,-3513.2597556,121.31378,31.15121,121.311783,31.145775
E0153,578,B6556,3,E0153,1,S082,488,-11412.8628403,-2910.91540912,-11579.8209739,-2641.71680423,121.31378,31.15121,121.312027,31.153639
E0154,438,B8321,2,E0154,1,S082,348,-11412.8628403,-2910.91540912,-11682.3006954,-2921.2223133,121.31378,31.15121,121.310951,31.151117
E0155,554,B2838,1,E0155,1,S083,464,-11145.2345713,-4824.8964328,-11122.0909168,-5025.93647778,121.31659,31.13394,121.316833,31.132126
E0156,704,B2838,1,E0156,1,S083,614,-11145.2345713,-4824.8964328,-11122.0909168,-5025.93647778,121.31659,31.13394,121.316833,31.132126
E0157,495,B1336,2,E0157,1,S084,405,-10480.4497609,6995.90356633,-10316.2536272,7475.34085112,121.32357,31.2406,121.325294,31.244926
E0158,630,B1336,2,E0158,1,S084,540,-10480.4497609,6995.90356633,-10316.2536272,7475.34085112,121.32357,31.2406,121.325294,31.244926
E0159,477,B0198,2,E0159,1,S085,387,-9828.0463295,-5339.13337257,-10286.4430763,-5545.49311003,121.33042,31.1293,121.325607,31.127438
E0160,319,B0318,1,E0160,1,S013,229,-22465.6246238,-14155.4153895,-22009.2279459,-14084.0428488,121.19773,31.04975,121.202522,31.050394
E0161,473,B1392,1,E0161,1,S086,383,-9245.16910318,-50946.6302377,-7353.00866929,-46568.9666341,121.33654,30.71778,121.356407,30.75728
E0162,399,B3802,3,E0162,1,S086,309,-9245.16910318,-50946.6302377,-6964.9953,-49481.1657863,121.33654,30.71778,121.360481,30.731003
E0163,500,B5030,2,E0163,1,S086,410,-9245.16910318,-50946.6302377,-9217.54910389,-47732.4277103,121.33654,30.71778,121.33683,30.746782
E0164,423,B0914,2,E0164,1,S086,333,-9245.16910318,-50946.6302377,-7874.74093167,-51008.0283551,121.33654,30.71778,121.350929,30.717226
E0165,674,B1592,5,E0165,1,S087,584,-8546.09739709,-3801.96389959,-9423.17523651,-2369.08256461,121.34388,31.14317,121.334671,31.156099
E0166,505,B6398,2,E0166,1,S087,415,-8546.09739709,-3801.96389959,-8321.61347186,-3836.87438149,121.34388,31.14317,121.346237,31.142855
E0167,312,B8326,2,E0167,1,S087,222,-8546.09739709,-3801.96389959,-8056.36623733,-4064.95619659,121.34388,31.14317,121.349022,31.140797
E0168,449,B0095,1,E0168,1,S087,359,-8546.09739709,-3801.96389959,-7863.78817334,-4295.80868485,121.34388,31.14317,121.351044,31.138714
E0169,420,B1109,14,E0169,1,S088,330,-8505.14360505,-3860.70217072,-8585.33684436,-3045.90260581,121.34431,31.14264,121.343468,31.149992
E0170,682,B0203,3,E0170,1,S089,592,-8305.13671366,-2551.8361667,-8595.52767168,-2020.64270715,121.34641,31.15445,121.343361,31.159243
E0171,337,B4239,1,E0171,1,S013,247,-22465.6246238,-14155.4153895,-22373.2404882,-14091.6899067,121.19773,31.04975,121.1987,31.050325
E0172,711,B3515,1,E0172,1,S089,621,-8305.13671366,-2551.8361667,-8929.82490442,-2577.10470598,121.34641,31.15445,121.339851,31.154222
E0173,358,B3923,2,E0173,1,S090,268,-7740.35534894,-3306.56753735,-8033.12734138,-2772.38175078,121.35234,31.14764,121.349266,31.15246
E0174,658,B1558,1,E0174,1,S091,568,-7404.15328866,-109.210702786,-7493.20397601,-65.3232398233,121.35587,31.17649,121.354935,31.176886
E0175,619,B2226,2,E0175,1,S092,529,-6643.17468763,4460.18348401,-7114.61950303,5325.85260827,121.36386,31.21772,121.35891,31.225531
E0176,372,B2784,3,E0176,1,S092,282,-6643.17468763,4460.18348401,-5808.19353678,4236.31309213,121.36386,31.21772,121.372627,31.2157
E0177,365,B4334,5,E0177,1,S092,275,-6643.17468763,4460.18348401,-7087.76143476,3825.14519417,121.36386,31.21772,121.359192,31.21199
E0178,302,B4855,4,E0178,1,S092,212,-6643.17468763,4460.18348401,-4779.30094266,4403.55092448,121.36386,31.21772,121.38343,31.217209
E0179,305,B6502,3,E0179,1,S092,215,-6643.17468763,4460.18348401,-4115.84951152,4050.8996438,121.36386,31.21772,121.390396,31.214027
E0180,694,B8221,3,E0180,1,S092,604,-6643.17468763,4460.18348401,-5793.62160612,4434.8041178,121.36386,31.21772,121.37278,31.217491
E0181,380,B4239,1,E0181,1,S013,290,-22465.6246238,-14155.4153895,-22373.2404882,-14091.6899067,121.19773,31.04975,121.1987,31.050325
E0182,375,B7054,13,E0182,1,S093,285,-6521.26572526,4451.31732988,-6133.72856285,3504.74454915,121.36514,31.21764,121.369209,31.209099
E0183,667,B7402,4,E0183,1,S093,577,-6521.26572526,4451.31732988,-6429.45303797,2621.78642433,121.36514,31.21764,121.366104,31.201132
E0184,424,B9053,13,E0184,1,S093,334,-6521.26572526,4451.31732988,-6364.78414309,4835.00015003,121.36514,31.21764,121.366783,31.221102
E0185,665,B1510,2,E0185,1,S094,575,-6236.49400847,4300.5927096,-6806.6088903,3976.97808371,121.36813,31.21628,121.362144,31.21336
